date,team_a,team_b,team_a_elo,team_b_elo,team_a_ranking,team_a_rating,team_a_goals_per_game,team_a_avg_possession,team_a_pass_accuracy,team_a_shots_per_game,team_a_tackles_per_game,team_a_dribble_per_game,team_a_coach_ranking,team_b_ranking,team_b_rating,team_b_goals_per_game,team_b_avg_possession,team_b_pass_accuracy,team_b_shots_per_game,team_b_tackles_per_game,team_b_dribble_per_game,team_b_coach_ranking,team_home,results,total match goals
23/12/2017,leicester,manchester_united,1732,1914,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,1,1,4
26/12/2017,tottenham,southampton,1909,1661,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,197,6.67,1,51,77.5,11.8,17.3,10,239,1,1,7
26/12/2017,watford,leicester_city,1625,1736,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,1,3
26/12/2017,west_bromwich_albion,everton,1619,1708,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,0,0
26/12/2017,bournemouth,west_ham,1638,1643,203,6.65,1.2,48.5,77,12.2,13.4,9,154,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,1,0,6
26/12/2017,chelsea,brighton,1910,1611,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,1,2
26/12/2017,huddersfield,stoke,1557,1643,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,0,2
26/12/2017,manchester_united,burnley,1911,1689,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,0,4
26/12/2017,liverpool,swansea,1878,1609,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,1,5
27/12/2017,newcastle_united,manchester_city,1614,1983,211,6.72,1,43.8,72.3,11.9,16.9,8,168,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,2,1
28/12/2017,crystal_palace,arsenal,1644,1839,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,2,5
30/12/2017,bournemouth,everton,1636,1708,203,6.65,1.2,48.5,77,12.2,13.4,9,154,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,1,3
30/12/2017,chelsea,stoke,1912,1642,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,1,5
30/12/2017,huddersfield,burnley,1558,1696,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,0,0
30/12/2017,liverpool,leicester_city,1882,1727,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,1,3
30/12/2017,newcastle_united,brighton,1612,1609,211,6.72,1,43.8,72.3,11.9,16.9,8,168,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,0,0
30/12/2017,watford,swansea,1634,1605,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,2,3
30/12/2017,manchester_united,southampton,1904,1657,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,197,6.67,1,51,77.5,11.8,17.3,10,239,1,0,0
31/12/2017,crystal_palace,manchester_city,1639,1985,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,0,0
31/12/2017,west_bromwich_albion,arsenal,1620,1844,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,0,2
